t_enc_us,enc_deg,t1_us,y1,t2_us,y2,t3_us,y3,t4_us,y4,t5_us,y5,t6_us,y6,t7_us,y7,t8_us,y8,t9_us,y9,t10_us,y10,t11_us,y11,t12_us,y12,t13_us,y13,t14_us,y14,t15_us,y15,t16_us,y16
4199827,618.714,4200565,52.13410366,4201075,57.22885122,4201599,55.27193873,4202105,53.76233741,4202615,52.49533471,4203105,51.00160058,4203618,52.31052362,4204136,51.83251953,4204637,50.02819735,4205123,52.99959128,4205619,50.41588091,4206138,54.31199233,4206626,51.61984932,4207145,52.21328387,4207632,51.49431072,4208123,51.98252209
4208373,619.182,4209115,51.42855274,4209624,56.58110349,4210098,54.51280063,4210587,53.19028216,4211065,52.08298885,4211584,50.44299331,4212066,52.21832646,4212560,51.58372479,4213069,49.94760076,4213575,52.66793759,4214076,50.40599967,4214572,54.22429539,4215060,51.49501295,4215576,52.00488855,4216061,51.34687172,4216529,51.45250549
4216779,619.614,4217549,51.01183335,4218019,56.13431654,4218538,54.32034534,4219022,52.69149092,4219523,51.38500057,4220018,50.2003393,4220508,51.60813525,4221037,51.16429695,4221508,49.56100565,4222009,52.42649285,4222508,49.73505722,4223010,53.50590004,4223517,50.93082828,4224003,51.31707693,4224506,50.77176629,4225013,50.75205203
4225263,620.064,4226032,50.57272445,4226543,55.53038085,4227045,53.97305806,4227547,52.4919951,4228048,51.44421684,4228553,49.8181523,4229060,51.50921299,4229574,50.91978772,4230075,49.12720095,4230574,51.96056642,4231081,49.82076881,4231589,53.31029,4232110,50.95250222,4232594,51.59631742,4233096,51.04726938,4233610,51.22833977
4233860,620.496,4234647,50.79204462,4235132,55.87001171,4235636,54.18460395,4236144,52.69426041,4236668,51.59931556,4237177,50.18761546,4237633,51.53055441,4238146,51.08545973,4238662,49.29795138,4239178,51.79572108,4239674,49.83985268,4240158,53.4079493,4240657,50.78744925,4241159,51.5635083,4241681,51.00105559,4242191,51.10786208
4242441,620.928,4243153,50.57358762,4243648,55.88685579,4244174,54.01427022,4244661,52.12253898,4245180,51.22242836,4245712,49.53634461,4246227,51.09449064,4246749,50.54573857,4247257,48.79869395,4247772,51.52022577,4248278,49.45080263,4248811,53.2766293,4249303,50.69006263,4249829,51.43154188,4250317,50.86697905,4250832,50.73514194
4251082,621.378,4251793,50.4546771,4252320,55.71691274,4252833,53.94177712,4253331,52.52674865,4253843,51.27601915,4254361,49.5387554,4254891,51.14463313,4255394,50.65865349,4255901,49.10502482,4256362,51.81494672,4256892,49.52923038,4257393,53.14417583,4257904,50.80768056,4258430,51.47652576,4258929,50.98846304,4259399,51.0094439
4259649,621.828,4260384,50.50972604,4260902,55.62874534,4261407,54.08098212,4261901,52.39881267,4262416,51.52715755,4262886,49.99656213,4263407,51.61480827,4263879,50.92137347,4264357,49.27538566,4264860,51.80194431,4265354,49.50208476,4265849,53.01804305,4266347,50.69459559,4266840,51.39421526,4267336,50.7244271,4267822,51.16857269
4268072,622.26,4268842,50.44654986,4269335,55.44221684,4269862,53.83419015,4270395,52.48852198,4270863,51.03702856,4271360,49.56036763,4271846,51.08705365,4272358,50.59799961,4272841,48.71177184,4273327,51.56429038,4273813,48.9629923,4274331,52.93405628,4274859,50.35775482,4275342,50.88084642,4275880,49.83960707,4276351,50.3114303
4276601,622.71,4277344,49.83890575,4277829,54.82164783,4278318,53.05623606,4278798,51.79067143,4279311,50.69780652,4279838,49.22303125,4280336,50.93090411,4280824,50.24689531,4281349,48.43773472,4281863,51.05455034,4282387,48.67704602,4282864,52.62335719,4283359,49.88836755,4283895,50.68813033,4284380,50.0215301,4284880,50.12100028
4285130,623.124,4285852,49.80373795,4286354,54.7654769,4286866,53.13791765,4287358,51.97078165,4287876,50.750937,4288387,48.98898628,4288860,50.72507562,4289392,50.26415502,4289900,48.57677121,4290428,51.18335344,4290906,48.85453899,4291413,52.568467,4291928,50.04969159,4292442,50.77019221,4292922,49.80199556,4293406,50.20538675
4293656,623.574,4294385,49.69872148,4294870,54.8011827,4295387,52.98359949,4295908,51.71729862,4296387,50.88102574,4296893,49.10235467,4297409,50.60053817,4297917,50.10085769,4298396,48.29930136,4298894,50.99727481,4299418,48.77665684,4299918,52.56881571,4300419,49.98708611,4300913,50.53228346,4301387,49.79776929,4301886,50.05916876
4302136,623.988,4302899,49.46293609,4303373,54.49783556,4303897,52.89188836,4304396,51.54387226,4304900,50.08514071,4305380,48.77706424,4305902,50.34181349,4306411,49.86635087,4306919,48.12439942,4307416,50.84636932,4307907,48.26484865,4308427,52.16429713,4308931,49.64005475,4309417,50.44867754,4309964,49.68117006,4310439,50.08646777
4310689,624.42,4311435,49.39883071,4311902,54.61507773,4312387,52.78830552,4312900,51.07980133,4313404,49.94553233,4313890,48.19842097,4314399,50.13767166,4314935,49.53974735,4315432,47.80096041,4315950,50.34077399,4316446,48.2602336,4316959,52.02546173,4317449,49.33814692,4317967,50.10443489,4318501,49.2923871,4319008,49.38974103
4319258,624.852,4319988,48.97296429,4320459,54.14930708,4320938,52.51144908,4321463,50.69909631,4321994,49.77091202,4322512,48.4495496,4323020,50.17475403,4323502,49.50947785,4324016,47.80370085,4324502,50.48055762,4324968,47.7720599,4325486,51.58548512,4326026,48.85070792,4326513,49.69752976,4327055,48.94931526,4327569,49.0653017
4327819,625.284,4328548,48.70065075,4329048,53.81686518,4329550,51.95709773,4330080,50.53403249,4330572,49.28797399,4331077,47.59361357,4331598,49.45617454,4332108,48.84834188,4332571,47.22060526,4333065,50.11488789,4333551,47.9182298,4334029,51.69521227,4334581,48.98586167,4335094,49.83792536,4335577,48.89528831,4336079,49.58053736
4336329,625.698,4337043,48.80325962,4337533,53.79627421,4338034,51.9643822,4338536,50.57521079,4339042,49.39741133,4339554,47.8591251,4340061,49.73013082,4340575,49.03604846,4341097,47.19664916,4341579,49.8958408,4342057,47.62139081,4342529,51.3675423,4343034,48.79747621,4343571,49.39055445,4344074,48.4915382,4344573,48.90910248
4344823,626.13,4345588,48.45953969,4346112,53.51606994,4346624,51.73297554,4347124,50.30266964,4347597,49.26300032,4348091,47.48753879,4348598,49.30136084,4349088,48.7644607,4349602,47.03450801,4350113,49.63363251,4350652,47.22781368,4351153,50.94288334,4351688,48.52818039,4352192,49.01673923,4352686,48.52606166,4353196,48.7251933
4353446,626.562,4354187,48.02383342,4354689,53.11009508,4355197,51.36357356,4355669,49.97931675,4356170,48.85808102,4356679,47.13870735,4357164,48.59096487,4357666,48.14053208,4358195,46.13310249,4358691,48.96005748,4359202,46.83988067,4359725,50.96995942,4360228,48.24022192,4360716,48.95581534,4361191,48.39888335,4361698,48.82446644
4361948,626.976,4362709,48.19170719,4363172,53.15907614,4363656,51.65966993,4364171,50.17987714,4364704,48.947172,4365209,47.33959126,4365711,49.05898717,4366265,48.29383186,4366762,46.56130319,4367256,48.96610738,4367739,46.96443794,4368233,50.66863453,4368729,48.04919671,4369242,48.64317676,4369723,48.10684082,4370232,48.13055966
4370482,627.372,4371223,47.64242671,4371678,52.64140528,4372139,50.87166825,4372658,49.23198352,4373192,48.22719298,4373680,46.60265473,4374197,48.3253948,4374695,47.82248621,4375243,45.88385518,4375738,48.62438353,4376224,46.24162798,4376710,49.99440305,4377199,47.71992901,4377695,48.37319214,4378199,47.44967428,4378709,47.97908238
4378959,627.804,4379696,47.24162583,4380214,52.47939481,4380718,50.59740358,4381232,48.95264353,4381731,48.09115172,4382254,46.47964377,4382742,48.25256713,4383228,47.6665419,4383733,45.89696996,4384229,48.78178873,4384740,46.29311174,4385227,50.18497609,4385754,47.49577404,4386258,48.21566567,4386737,47.52294893,4387204,47.83943725
4387454,628.2,4388207,47.43787889,4388727,52.44167448,4389232,50.81579557,4389710,49.11995573,4390232,48.19559009,4390744,46.76517267,4391257,48.41838186,4391760,47.83284152,4392232,46.18491569,4392768,48.84217673,4393267,46.22560665,4393777,50.0605479,4394298,47.57417249,4394816,48.32761164,4395304,47.51970879,4395832,47.92048031
4396082,628.614,4396810,47.32077025,4397296,52.25876664,4397819,50.43692852,4398322,48.66447713,4398838,47.70585263,4399303,46.2919986,4399806,47.86763395,4400322,47.1536508,4400828,45.60718993,4401345,48.23759115,4401840,45.96556251,4402350,49.8918244,4402860,46.99063675,4403371,47.78267968,4403884,46.92096906,4404357,47.4063359
4404607,629.028,4405386,46.68788554,4405911,51.44969639,4406408,50.27836676,4406879,48.66002709,4407394,47.77722984,4407854,46.13622305,4408364,47.79458843,4408883,47.26533965,4409377,45.80425278,4409878,48.09754104,4410379,45.90009692,4410875,49.80952768,4411356,47.22624771,4411860,48.00026609,4412402,46.99393403,4412953,47.37890181
4413203,629.442,4413941,46.9568314,4414423,52.13342555,4414898,50.23962736,4415437,48.75094343,4415964,47.71375729,4416461,45.93665159,4416964,47.74246466,4417442,47.13800886,4417949,45.48179877,4418435,48.16033402,4418964,45.66457918,4419472,49.61925067,4419987,46.94125703,4420505,47.51777571,4421015,46.61818981,4421513,47.02325797
4421763,629.838,4422514,46.42244491,4422975,51.15326163,4423519,49.80619559,4424030,48.40243306,4424504,46.81177631,4425006,45.79537992,4425472,47.00017578,4425985,46.76648127,4426471,44.8865941,4426978,47.2830733,4427486,44.9864055,4427989,48.80174424,4428477,46.10528198,4428986,47.20780241,4429518,46.30268319,4430032,46.72542539
4430282,630.252,4431028,46.09750036,4431525,51.44818182,4432011,49.56789639,4432488,48.02447221,4432984,47.09669111,4433496,45.24356923,4434031,47.25397626,4434547,46.39822284,4435049,45.01715936,4435552,47.85658402,4436051,45.30139354,4436546,49.33746387,4437032,46.62179059,4437540,47.45791818,4438072,46.48401744,4438587,46.80962553
4438837,630.666,4439572,46.44744977,4440067,51.68505096,4440560,49.82983785,4441046,48.42895945,4441564,47.36833765,4442072,45.28695377,4442536,47.30479033,4443022,46.82310491,4443503,45.17327152,4443990,48.06421672,4444516,45.73885942,4445007,49.23434556,4445506,46.75119676,4445992,47.52581707,4446450,46.83938884,4446940,47.26143058
4447190,631.044,4447923,46.4193569,4448445,51.35428785,4448932,49.88673703,4449452,48.23133724,4449950,47.16156787,4450411,45.58951161,4450910,47.52472696,4451416,46.63388062,4451950,45.07889856,4452439,47.95194441,4452970,45.40700535,4453524,49.12270039,4453995,46.55244692,4454508,47.27952256,4455019,46.54772596,4455513,46.85442114
4455763,631.476,4456506,46.69147011,4457025,51.93213976,4457524,49.9314727,4458035,48.48907402,4458534,47.51042633,4459017,45.774458,4459562,47.64143602,4460096,47.05711607,4460599,45.38418296,4461066,47.86886933,4461579,45.54753441,4462111,49.2333045,4462625,46.94635052,4463124,47.55590432,4463615,46.63279306,4464096,46.8898706
4464346,631.872,4465143,46.38690013,4465614,51.32647227,4466146,49.75588275,4466668,48.22597595,4467156,47.09442247,4467672,45.64198341,4468162,47.13404465,4468639,46.64336446,4469141,44.79756423,4469594,47.32949437,4470096,45.13825847,4470612,48.84185284,4471118,46.49942225,4471619,47.09562657,4472110,46.12185537,4472572,46.56006592
4472822,632.25,4473550,46.02681599,4474069,50.81845683,4474593,49.39101179,4475071,47.98136968,4475547,46.38918158,4476075,44.88765912,4476566,46.94607347,4477076,46.07664359,4477586,44.55805326,4478065,47.49431806,4478559,44.93498043,4479061,48.55721207,4479569,46.15961795,4480108,46.98198947,4480630,46.07676366,4481114,46.38962956
4481364,632.664,4482119,46.0096801,4482569,51.17119375,4483048,49.31874476,4483544,47.96367848,4484085,46.77034656,4484616,45.0251618,4485083,46.78768491,4485557,46.16246135,4486061,44.56550802,4486577,47.41372844,4487086,44.91969404,4487559,48.79976929,4488045,46.24757613,4488515,46.92838818,4489037,46.21531749,4489518,46.47616618
4489768,633.06,4490528,46.08567352,4491003,50.82342573,4491496,49.50263061,4491962,47.86500745,4492450,46.33974459,4492977,44.70000025,4493481,46.55773105,4494019,46.11769978,4494540,44.28582708,4495008,47.12918429,4495499,44.53870317,4495978,48.23424417,4496493,46.03691199,4496968,46.91709892,4497473,46.23486935,4497991,46.16924752
4498241,633.474,4499006,45.92489487,4499513,50.42023028,4500046,49.394958,4500552,47.48775068,4501039,46.57458355,4501552,44.96880023,4502038,46.81895811,4502564,46.05859351,4503069,44.22552564,4503526,47.20493129,4504018,44.32561963,4504507,48.22577628,4504988,45.63585413,4505516,46.18146765,4505988,45.62352991,4506550,45.90614686
4506800,633.852,4507574,45.1026285,4508097,50.03219543,4508568,48.70139794,4509064,47.27279912,4509551,46.0512068,4510028,44.7918785,4510528,46.2268746,4511025,45.80895816,4511528,44.11771317,4512026,46.49514801,4512510,44.12191941,4512989,47.69996093,4513514,45.26446267,4514002,46.05727479,4514481,45.17160464,4515002,45.37812275
4515252,634.248,4516009,44.96495668,4516506,50.01025875,4517012,48.36212539,4517569,46.7908146,4518106,45.33141279,4518656,43.72129121,4519139,45.64411563,4519656,45.21680957,4520142,43.64390156,4520675,46.09655882,4521168,44.17174029,4521653,47.65676254,4522154,45.40727938,4522659,46.12807583,4523139,45.40400168,4523635,45.73814918
4523885,634.644,4524661,45.24895995,4525173,50.22613324,4525652,48.64773258,4526128,47.22689758,4526619,46.00877942,4527133,44.68026383,4527624,46.39442051,4528157,45.76363915,4528661,44.21748626,4529171,47.17848856,4529689,44.4635474,4530185,48.21093196,4530677,45.79348374,4531169,46.53507702,4531656,45.87258836,4532129,45.96557243
4532379,635.058,4533137,45.55011336,4533608,50.76501883,4534113,49.07522033,4534630,47.34724117,4535119,46.25516069,4535639,44.77972169,4536159,46.28542452,4536689,45.87527628,4537182,44.10166528,4537650,46.43483147,4538171,44.41707627,4538673,48.28122373,4539194,45.77443561,4539704,46.28128835,4540204,45.63528945,4540670,45.87175196
4540920,635.436,4541687,45.16138845,4542179,50.50855911,4542682,48.41955909,4543196,46.88929642,4543688,45.74180761,4544182,44.25506236,4544690,45.88807172,4545189,45.26224947,4545724,43.40514143,4546218,46.10175738,4546686,43.92155881,4547189,47.64081498,4547698,45.02681344,4548208,45.92711335,4548692,45.29116859,4549201,45.73014472
4549451,635.832,4550216,45.01733028,4550723,49.67872277,4551217,48.44504463,4551720,46.74308703,4552250,45.47217736,4552757,43.81104324,4553278,45.44976812,4553778,44.72353405,4554296,43.24742663,4554800,45.85521777,4555311,43.63910264,4555787,47.47310995,4556285,44.6163533,4556755,45.44546033,4557276,44.49705727,4557783,44.9270165
4558033,636.228,4558783,44.20921423,4559288,48.91343766,4559753,47.52457,4560283,46.32061534,4560770,44.76977312,4561272,43.50324009,4561776,45.10092459,4562269,44.57170939,4562740,42.89382636,4563213,45.63024414,4563741,43.19940911,4564225,47.09759477,4564756,44.38117591,4565237,45.14902495,4565752,44.00080725,4566238,44.68414084
4566488,636.606,4567256,43.87442325,4567746,48.73254861,4568270,47.30690611,4568757,45.72189868,4569280,44.50572912,4569809,42.97534652,4570303,44.68685445,4570798,44.19462676,4571292,42.47693988,4571797,45.68728341,4572294,43.52913058,4572778,46.91350054,4573269,44.28594768,4573776,45.23782924,4574270,44.20416305,4574776,44.67793046
4575026,636.984,4575760,44.10031902,4576262,49.1410325,4576789,47.23884882,4577297,46.01848657,4577798,44.59844478,4578289,43.49346841,4578756,45.10476557,4579253,44.43748516,4579787,42.40870404,4580260,45.27266812,4580759,43.18809827,4581222,46.56789497,4581734,44.22045337,4582232,44.8882454,4582754,43.96584833,4583274,44.38755261
4583524,637.38,4584271,44.06043587,4584754,49.07100236,4585263,47.37499929,4585761,46.11854033,4586258,44.92749193,4586737,43.3603498,4587239,45.28900999,4587733,44.57158746,4588236,42.91552291,4588736,45.1810061,4589240,43.03774495,4589730,46.72423825,4590243,44.06938611,4590775,44.90525991,4591272,44.05262771,4591758,44.17739447
4592008,637.74,4592793,43.51454882,4593298,48.56574347,4593786,46.84628389,4594290,45.37874125,4594803,44.03128345,4595274,42.41646489,4595749,44.11634981,4596247,43.67561788,4596718,41.88554933,4597198,44.66244829,4597698,42.19793969,4598176,45.74864764,4598684,43.54471012,4599142,44.2859738,4599641,43.30675917,4600165,43.68629717
4600415,638.118,4601175,43.15506935,4601688,48.176678,4602200,46.42839994,4602707,44.88561741,4603226,43.70544418,4603716,42.13246157,4604225,44.27524251,4604714,43.26138524,4605238,41.8144508,4605717,44.43840257,4606186,42.33375361,4606660,45.90795162,4607139,43.45575634,4607652,44.24830072,4608152,43.23680068,4608649,43.66674546
4608899,638.496,4609640,43.1829213,4610175,47.9004128,4610650,46.68207244,4611160,45.13717874,4611653,44.00635,4612162,42.62050131,4612682,44.19013217,4613163,43.7807512,4613681,42.13685821,4614179,44.70956176,4614713,42.44144948,4615208,46.19898638,4615664,43.50741104,4616112,44.17946208,4616627,43.36878878,4617147,43.92196729
4617397,638.874,4618092,43.39238795,4618580,48.6899472,4619090,46.56508734,4619607,45.37512256,4620094,43.95161534,4620589,42.62151289,4621084,44.36800397,4621586,43.67271112,4622061,41.93932597,4622521,44.53532468,4623037,42.30854198,4623562,45.92247533,4624078,43.42882897,4624570,44.28258755,4625064,43.52012892,4625584,43.67423807
4625834,639.216,4626559,43.3559682,4627057,48.05692834,4627563,46.69731827,4628081,45.19698543,4628593,43.8262225,4629087,42.3856943,4629567,43.85263128,4630074,43.39632958,4630579,41.73614515,4631118,44.06891736,4631617,42.39119564,4632132,45.80686702,4632626,43.23490471,4633127,44.25633207,4633622,43.18070279,4634138,43.48141345
4634388,639.612,4635128,42.89556223,4635654,47.75806874,4636168,46.39113358,4636680,44.92261527,4637230,44.00155318,4637719,42.08404003,4638230,43.84303122,4638759,43.2970578,4639267,41.46674411,4639742,44.26167303,4640243,42.04679911,4640741,45.73767917,4641261,43.27911141,4641755,44.00368188,4642253,43.06959058,4642763,43.28512576
4643013,640.008,4643812,42.85135647,4644328,47.79575005,4644803,46.46220439,4645308,45.09651476,4645812,43.85332231,4646329,42.15111316,4646834,44.03050285,4647344,43.38524438,4647844,41.45730093,4648372,44.0856157,4648887,41.83096,4649332,45.5636183,4649806,43.22761866,4650310,43.95675356,4650803,43.22280275,4651323,43.4432345
4651573,640.386,4652317,42.95155491,4652788,48.01584978,4653304,46.38484828,4653809,44.67689751,4654304,43.53275667,4654782,42.11340115,4655327,43.7366374,4655849,42.98975982,4656380,41.08884149,4656880,43.61223357,4657373,41.81780209,4657869,45.41556584,4658346,42.93837325,4658833,43.71187639,4659328,42.77731835,4659811,43.43259763
4660061,640.746,4660808,42.76167653,4661299,47.50521091,4661805,46.18272054,4662301,44.62407669,4662804,43.55020469,4663316,41.90876218,4663835,43.46139194,4664312,43.01128833,4664836,41.00376948,4665343,43.56939982,4665809,41.93395172,4666297,45.15282482,4666812,42.72939391,4667338,43.46348715,4667817,42.53565607,4668289,42.64762083
4668539,641.124,4669309,42.46569706,4669795,47.69708377,4670315,45.75195053,4670833,44.29900856,4671338,42.6264379,4671841,41.52878476,4672391,43.2491862,4672892,42.59657616,4673363,40.87791759,4673851,43.55540601,4674342,41.23039579,4674879,45.018167,4675395,42.48030588,4675896,43.11375927,4676400,42.16963916,4676903,42.48589566
4677153,641.484,4677931,41.74077318,4678461,46.6811154,4678929,45.21738485,4679468,43.67579264,4679983,42.19441393,4680507,41.36017438,4680996,42.71354331,4681529,42.25966161,4682024,40.49129068,4682542,43.09404131,4683042,40.79370455,4683552,44.68409008,4684023,42.15985656,4684548,43.02214757,4685028,42.09377419,4685521,42.59235108
4685771,641.844,4686531,41.89099215,4687028,46.68239021,4687503,45.46841211,4688003,43.88845154,4688492,42.80399953,4688991,41.31476007,4689512,42.81755024,4689988,42.34036215,4690491,40.59634802,4690953,43.1272075,4691454,41.06016211,4691962,44.59147404,4692478,42.25220419,4692983,43.18267368,4693468,42.44483151,4693983,42.5899311
4694233,642.222,4694984,42.28165888,4695477,47.06403546,4695980,45.73983072,4696524,43.83720713,4697028,42.90775691,4697511,41.49112758,4698024,43.07994556,4698506,42.39710953,4699015,40.62234036,4699537,43.26602393,4700036,40.92437283,4700514,44.77842941,4701018,42.01952106,4701552,42.81974369,4702061,41.97192467,4702586,42.40021273
4702836,642.582,4703617,41.87582411,4704127,46.85890377,4704583,45.15965307,4705070,43.51998715,4705623,42.42730325,4706129,40.90289284,4706632,42.5324178,4707149,42.04943203,4707658,40.39121822,4708228,42.91777296,4708729,40.94462801,4709237,44.48212168,4709758,41.90385399,4710260,42.76291036,4710790,41.84459035,4711299,42.26563936
4711549,642.978,4712307,41.57476281,4712813,46.59006071,4713298,44.87850033,4713783,43.57931934,4714310,42.24904858,4714825,40.97147769,4715322,42.86447482,4715829,41.96561329,4716326,40.36141826,4716837,42.91948429,4717350,40.71993947,4717863,44.52845902,4718350,41.97910452,4718860,42.82548636,4719338,41.86019525,4719866,42.3390611
4720116,643.338,4720902,41.65721134,4721398,46.68524266,4721888,45.08296884,4722404,43.86352642,4722899,42.78420764,4723391,41.14435055,4723913,42.97041276,4724417,42.30023801,4724910,40.44408842,4725425,43.09223929,4725923,40.99047095,4726418,44.57048671,4726932,42.02728786,4727431,42.9983297,4727954,41.94806947,4728450,42.38502197
4728700,643.698,4729425,41.8552405,4729905,46.9515244,4730410,44.99231413,4730885,43.61798324,4731402,42.31063943,4731915,40.75407593,4732408,42.75604198,4732888,41.91218267,4733396,40.1277416,4733888,42.71653713,4734379,40.52164485,4734890,43.98266708,4735410,41.59564558,4735923,42.28039984,4736418,41.08327951,4736919,41.64644367
4737169,644.058,4737945,41.2210608,4738417,45.98196129,4738896,44.74945397,4739452,43.28528256,4739955,41.77577398,4740479,40.46065544,4740992,42.1596351,4741502,41.54456314,4741999,39.78661524,4742448,42.23618379,4742963,40.08741287,4743451,44.04475919,4743998,41.36098484,4744483,42.04779505,4744968,41.15961751,4745491,41.71564411
4745741,644.418,4746489,40.95064823,4747003,45.91011261,4747491,44.4695208,4747990,42.87369967,4748489,41.75636962,4749000,40.28741422,4749507,41.84757956,4749996,41.22235478,4750488,39.70323955,4751000,42.51170927,4751489,40.04895583,4752010,43.84743621,4752503,41.4486333,4753024,42.3609323,4753548,41.48051237,4754067,41.91068704
4754317,644.796,4755070,41.18991899,4755575,46.02988415,4756077,44.44508813,4756595,43.40434792,4757124,41.89525383,4757626,40.33494581,4758156,42.08473412,4758661,41.40485653,4759142,39.63408255,4759580,42.35440611,4760076,40.01218475,4760559,43.66457932,4761074,41.27645747,4761585,42.28323347,4762080,41.20899304,4762556,41.65696185
4762806,645.138,4763523,41.14328819,4764048,45.98631311,4764534,44.37372823,4765063,43.33319385,4765538,41.79670665,4766059,40.23809128,4766531,41.94545342,4767041,41.6029359,4767552,39.66307692,4768072,42.10935845,4768556,39.89354027,4769050,43.3073771,4769556,40.88485511,4770071,41.87735441,4770586,40.93578769,4771070,41.3919132
4771320,645.498,4772059,41.02723709,4772566,45.90704794,4773057,44.50853749,4773564,43.01188967,4774088,41.78701393,4774614,40.06135259,4775119,41.81804706,4775644,41.35750984,4776098,39.54634518,4776611,42.21512756,4777109,40.13324118,4777585,43.98998865,4778093,41.16571897,4778611,42.19075712,4779117,41.32441258,4779630,41.96910495
4779880,645.84,4780621,41.17946335,4781114,45.69617991,4781606,44.7008112,4782103,43.13047702,4782621,42.03805637,4783111,40.62114378,4783595,42.51339002,4784127,41.8461189,4784655,40.07246745,4785164,42.89409122,4785696,40.54693151,4786232,44.41125003,4786751,41.78740795,4787221,42.55273878,4787719,41.76245576,4788219,42.00569596
4788469,646.2,4789217,41.56854337,4789696,46.40839454,4790233,44.79089284,4790720,43.63421393,4791249,41.86626179,4791739,40.50756733,4792246,41.94738417,4792716,41.45782116,4793203,39.65338006,4793756,42.28920514,4794274,39.93035769,4794755,43.36426905,4795252,41.04045754,4795751,41.86258006,4796239,40.82466376,4796741,41.11703722
4796991,646.578,4797730,40.87246049,4798226,45.80074196,4798726,44.31519143,4799236,42.86272387,4799722,41.65731602,4800238,39.86182705,4800733,41.71879056,4801209,41.165171,4801706,39.61340695,4802191,42.17978215,4802639,39.81770264,4803158,43.49711223,4803638,40.96997696,4804172,41.67331447,4804665,40.62400866,4805186,40.96160601
4805436,646.92,4806203,40.29504284,4806691,45.39824271,4807175,43.504337,4807671,42.19693308,4808183,40.91671376,4808676,39.23189891,4809154,41.07356382,4809642,40.49754664,4810176,38.84752957,4810673,41.88570099,4811186,39.52392583,4811722,43.27573185,4812259,40.7090626,4812742,41.52980772,4813243,40.51829137,4813752,41.0539545
4814002,647.298,4814736,40.43146902,4815221,45.39350761,4815689,43.9646353,4816172,42.56605303,4816671,41.76800327,4817199,39.82297263,4817702,41.57764094,4818221,41.05458345,4818670,39.32963728,4819196,42.26599657,4819711,39.8794694,4820181,43.56456162,4820661,40.96788019,4821140,41.79513182,4821653,40.82193154,4822156,41.55479443
4822406,647.622,4823124,40.83137938,4823610,45.63090512,4824121,43.9534237,4824638,42.61864741,4825136,41.52778551,4825618,39.74898111,4826132,41.77308245,4826666,41.15535979,4827149,39.42652428,4827640,41.99756084,4828128,39.706587,4828604,43.52512999,4829136,41.04863352,4829636,41.89387256,4830130,40.84523975,4830646,41.07791786
4830896,647.982,4831639,40.5428169,4832109,45.70874279,4832620,43.91340054,4833106,42.55528331,4833621,41.27944524,4834118,39.47354971,4834612,41.49370984,4835109,40.82904436,4835608,39.13024181,4836063,41.82439284,4836595,39.93280119,4837088,43.43708962,4837585,40.77550764,4838117,41.59121799,4838644,40.5181576,4839136,41.02553559
4839386,648.324,4840136,40.59194154,4840618,45.33366025,4841122,43.94731928,4841605,42.56375055,4842113,41.00630107,4842622,39.68704741,4843142,41.54931079,4843654,40.83104338,4844174,39.09173261,4844668,41.59897613,4845165,39.50980494,4845642,43.1441084,4846138,40.66173962,4846629,41.16119958,4847132,40.15588217,4847643,40.74077061
4847893,648.684,4848621,40.08635185,4849110,45.15976337,4849606,43.57623325,4850115,42.1951555,4850618,40.98573649,4851170,39.37972969,4851681,41.33638475,4852202,40.41294588,4852688,38.73787066,4853216,41.53539248,4853747,39.16592458,4854252,42.90523216,4854729,40.49187824,4855241,41.15526084,4855748,40.16083855,4856257,40.73910701
4856507,649.044,4857248,40.1096005,4857769,45.03248549,4858255,43.46837286,4858742,41.99338029,4859252,40.44571886,4859727,39.13578659,4860241,41.0713294,4860773,40.57731504,4861271,38.764546,4861782,41.40083185,4862328,38.84064652,4862856,43.07872903,4863356,40.17711015,4863861,41.05608639,4864375,40.02205569,4864838,40.38696686
4865088,649.404,4865824,40.09568001,4866326,45.27473642,4866842,43.33839835,4867345,42.17152774,4867831,40.88025294,4868329,39.6784461,4868845,41.21908546,4869349,40.71679952,4869882,38.86601096,4870402,41.48170577,4870908,39.5142232,4871412,42.93667003,4871901,40.34128975,4872431,41.31069403,4872952,40.5346171,4873435,41.00004059
4873685,649.746,4874463,40.35686388,4875017,45.22375744,4875523,43.98137612,4876026,42.26315116,4876540,40.8354193,4877048,39.55790903,4877546,41.23082452,4878018,40.68165086,4878528,38.76640663,4879041,41.6071313,4879530,39.53181792,4880036,43.35653636,4880536,40.65818582,4881055,41.52847379,4881555,40.66748362,4882046,40.97602218
4882296,650.106,4883091,40.47830846,4883616,45.56990287,4884087,43.79043301,4884601,42.10818496,4885123,41.28002792,4885597,39.6766926,4886091,41.43694133,4886588,40.71553392,4887095,39.05675111,4887595,41.838203,4888073,39.61310923,4888592,43.14763562,4889089,40.89956664,4889605,41.60203653,4890069,40.81212529,4890603,40.89185903
4890853,650.43,4891626,40.43644536,4892152,45.50601675,4892624,43.84501755,4893074,42.41921012,4893595,40.84038055,4894106,39.60139338,4894617,41.3265197,4895113,40.63679778,4895569,38.77109431,4896098,41.43462519,4896586,39.52439362,4897077,43.00699526,4897565,40.82874402,4898064,41.40544863,4898568,40.49101245,4899047,40.74567686
