t_enc_us,enc_deg,t1_us,y1,t2_us,y2,t3_us,y3,t4_us,y4,t5_us,y5,t6_us,y6,t7_us,y7,t8_us,y8,t9_us,y9,t10_us,y10,t11_us,y11,t12_us,y12,t13_us,y13,t14_us,y14,t15_us,y15,t16_us,y16
0,45.792,750,117.2798455,1271,122.8660129,1773,121.5522097,2301,120.3627298,2779,120.1002491,3302,118.7366928,3769,120.1360797,4264,120.0626563,4760,118.9080167,5267,122.9799698,5738,119.7970036,6254,123.8717822,6749,122.0585289,7287,121.752549,7791,123.2964095,8283,122.4480458
8533,46.818,9270,122.9885157,9792,128.3900381,10283,127.4334796,10760,125.6384698,11267,126.0117441,11752,124.204045,12273,125.5974216,12787,125.7588885,13323,124.670002,13854,128.3359815,14330,125.2139246,14826,129.5425042,15297,127.5307325,15809,127.2868653,16304,128.8569398,16839,128.3242165
17089,47.916,17858,128.436481,18324,133.8919258,18819,132.67701,19329,131.0755978,19814,131.3954646,20347,129.1916154,20833,130.5977407,21352,130.438198,21841,129.3941913,22285,133.5604606,22775,129.8546813,23293,134.1808949,23777,132.3093355,24274,131.6707307,24785,133.3210283,25279,132.8085986
25529,49.032,26286,132.9366443,26754,138.4267706,27267,137.3861769,27748,135.4187969,28244,135.6984937,28739,133.5972419,29226,134.9328132,29716,135.015565,30247,133.7873041,30753,137.8129945,31259,134.4038214,31747,138.8159489,32291,136.920958,32807,135.9934909,33291,137.7663635,33791,137.1444401
34041,50.184,34828,137.3072176,35312,143.0425931,35825,141.5688516,36301,140.0727422,36822,140.2604828,37363,138.2581844,37845,139.4193651,38328,139.657287,38864,138.3018737,39372,142.4997706,39876,138.6486098,40390,143.1119725,40881,141.0484899,41391,140.2042167,41907,141.989732,42416,141.1192589
42666,51.39,43406,141.3869107,43906,146.9890668,44382,145.503358,44899,143.7815198,45397,144.2576738,45878,142.1233278,46375,143.2077373,46867,143.2436455,47356,141.8951256,47863,146.0772815,48357,142.439582,48848,146.6934002,49360,144.8652976,49893,143.7926953,50421,145.9653921,50957,145.0469188
51207,52.632,51958,145.1789926,52446,150.4362483,52946,149.4178133,53468,147.8139483,53984,147.8518075,54524,145.8825137,55017,146.8797395,55562,147.1976901,56066,145.9260599,56567,149.9205449,57086,146.500114,57564,150.5774475,58070,148.7441476,58574,147.5215384,59088,149.425138,59593,148.5571986
59843,53.91,60610,148.4827668,61118,154.1828432,61591,152.650222,62095,150.8057501,62617,151.2764959,63110,149.2148924,63600,150.3302692,64102,150.7166824,64594,149.4145471,65059,153.269398,65579,149.6757219,66054,154.1105533,66574,152.287834,67092,150.7622573,67584,152.7779783,68077,151.7968174
68327,55.206,69074,151.7799568,69548,157.4081775,70052,156.1775667,70596,154.4160946,71086,154.5060875,71611,152.4643397,72111,153.2465958,72594,153.5834913,73060,152.3781129,73553,156.3362878,74026,152.5162712,74513,157.1715523,74986,154.881792,75493,153.570293,76022,155.7046966,76519,154.7543612
76769,56.502,77534,154.7429982,78012,160.2743639,78490,159.0257581,78967,157.3077917,79457,157.4666753,79957,155.3943637,80492,156.0433674,80989,156.5412296,81501,155.1137743,82059,159.1023168,82551,155.2983625,83059,159.8546463,83563,157.8412934,84042,156.0730349,84499,158.4542106,84997,157.4262048
85247,57.816,85998,157.3445964,86505,162.9606209,87017,161.529296,87500,159.7508618,88008,159.8324527,88499,157.7395846,89021,158.4276533,89556,158.9789943,90046,157.7650763,90572,161.6461946,91093,157.6722043,91604,162.2954787,92123,159.987729,92619,158.4909149,93089,160.8594551,93607,159.6635319
93857,59.202,94583,159.4994914,95079,165.1387715,95581,163.8133654,96091,161.7231552,96559,162.0085361,97067,159.9397817,97581,160.7740963,98054,161.2221504,98549,160.1455394,99074,164.1107071,99593,160.2805087,100101,164.8423224,100612,162.7516617,101086,161.0613296,101577,163.2709661,102043,162.0906459
102293,60.57,103027,162.3508383,103535,168.2749225,104014,166.5769368,104527,164.7093743,105038,164.8485664,105504,162.7425904,105970,163.3592026,106473,163.8338039,106995,162.5817554,107514,166.1927887,107999,162.7538697,108473,167.0839683,108954,165.08093,109498,163.3095987,110007,165.7062988,110520,164.6654047
110770,61.974,111558,164.5722332,112023,170.3545848,112527,168.7419825,113038,167.0310401,113559,167.1829266,114046,164.8985981,114540,165.7941305,115061,166.2728822,115545,165.0978122,116012,168.8848221,116490,164.8290258,116983,169.740314,117445,167.4946832,117946,165.7002426,118446,167.9864466,118957,166.7987929
119207,63.396,119959,167.1086465,120459,172.8492028,121001,171.4243234,121521,169.304903,122007,169.2031372,122498,167.0342416,123025,167.8018898,123536,168.2945579,124061,167.2545763,124585,171.3680731,125122,167.0963352,125604,171.9293057,126103,169.6564833,126563,167.5203522,127086,169.8270906,127616,168.6660586
127866,64.854,128592,168.6826246,129094,174.3100327,129588,172.9049698,130095,170.9638607,130581,171.0324293,131022,168.9862217,131517,169.4190698,131998,170.1791574,132523,168.8579714,133023,173.0560594,133519,168.3300684,133992,173.5149221,134519,171.1288446,135031,169.2410297,135506,171.8774237,136013,170.6096006
136263,66.276,137033,170.625934,137517,176.2517015,138025,174.9461534,138536,172.678635,139031,172.8907473,139548,170.7237453,140056,171.3290204,140562,171.7789434,141043,170.5224224,141542,174.6011669,142034,170.3334513,142521,175.2177032,143016,172.759696,143546,170.8145828,144061,173.2121741,144580,171.638612
144830,67.752,145597,172.0039768,146082,177.7428599,146604,176.2365902,147115,174.4033692,147632,174.0814994,148136,172.4059126,148643,173.0729379,149190,173.6106984,149664,172.2575755,150178,176.2114165,150696,172.1655445,151218,176.9882445,151722,174.8589214,152218,172.7345629,152734,175.0834558,153227,173.7034725
153477,69.264,154231,173.9612262,154719,179.8356655,155213,178.4574323,155715,176.3629925,156211,176.4575904,156714,174.1137535,157199,174.469364,157699,175.2859116,158193,174.1028293,158691,178.1602489,159195,173.7138524,159700,178.6683352,160204,176.4625437,160713,174.1002924,161212,176.7783639,161721,174.9675145
161971,70.758,162720,175.0229038,163210,181.0645419,163691,179.3643222,164188,177.0940543,164674,177.5544117,165221,174.9829472,165748,175.4724562,166256,176.3732319,166777,175.0288254,167271,179.3944102,167763,174.731434,168274,179.7102535,168806,177.4803621,169316,175.2149591,169840,177.932355,170324,176.4009587
170574,72.27,171367,176.3810331,171866,182.3124939,172356,180.6275662,172847,178.4398505,173359,178.7878608,173865,176.3649062,174403,177.043186,174929,177.7201761,175441,176.5671079,175918,180.5480108,176428,176.01536,176922,180.9593059,177413,178.6789807,177878,176.3525687,178378,178.8473481,178866,177.3185658
179116,73.8,179822,177.4728806,180335,183.4346283,180830,181.6011257,181339,179.5149224,181825,179.9747901,182344,177.3486248,182877,178.1655163,183384,178.7801087,183866,177.3649658,184355,181.5284455,184870,177.051574,185354,181.7834632,185842,179.7602907,186327,177.687147,186833,180.1682182,187332,178.9851088
187582,75.348,188340,178.7359768,188862,184.910871,189366,183.0182243,189885,180.8812858,190391,181.2413393,190837,178.7564379,191302,179.0971757,191813,179.9986649,192306,178.4899678,192801,182.6493527,193268,178.1840457,193787,183.2601876,194332,180.8060793,194820,178.4937035,195313,181.4381374,195794,179.8395173
196044,76.86,196792,179.564653,197300,185.528644,197816,183.8443383,198346,181.5559572,198864,181.7826834,199338,179.3967295,199841,179.8870022,200319,180.6788502,200826,179.3094161,201346,183.3150084,201851,179.0585005,202346,183.7943997,202865,181.6036319,203364,179.1093748,203853,181.6670751,204355,180.3919107
204605,78.408,205367,180.2872284,205885,186.0364928,206329,184.6368882,206831,182.387274,207336,182.8862101,207861,180.0494211,208408,180.8699313,208900,181.4972554,209388,180.0504802,209906,184.2419598,210412,179.4003479,210912,184.4372256,211420,182.2037401,211938,179.6924214,212475,182.3234861,212988,180.8830712
213238,79.974,213982,180.750506,214500,186.7251225,214970,184.9358989,215475,182.5596733,215973,183.0274652,216488,180.5385382,216967,181.165667,217517,181.6895415,218007,180.3255845,218507,184.2797896,219000,180.0853291,219510,184.9412156,220002,182.5384639,220501,180.1243878,221011,182.9127612,221497,181.2303598
221747,81.522,222494,181.3113736,222999,187.4214067,223508,185.5851744,224013,183.1459547,224515,183.524922,225018,181.0924757,225472,181.6758292,225984,182.3829669,226491,181.0882774,226991,185.014645,227467,180.5949868,227993,185.7236378,228497,183.3258122,228952,180.8539208,229445,183.5856758,229935,182.2163124
230185,83.07,230933,182.0721642,231432,188.0104537,231931,186.5087585,232409,184.2439289,232896,184.5797283,233427,181.9752771,233910,182.2840539,234409,183.2090708,234950,181.8666982,235435,185.8569703,235932,181.2938201,236442,185.9533214,236949,184.0130931,237445,181.7512984,237947,184.5057523,238459,182.9948128
238709,84.636,239494,182.8475067,239994,189.1022402,240479,187.0692975,240954,184.7453343,241458,184.7380508,241944,182.3118123,242441,182.990086,242954,183.8559063,243471,182.415638,243951,186.760783,244457,181.7594671,244948,186.800449,245403,184.3566375,245892,182.1101789,246393,184.8367307,246851,183.1616211
247101,86.184,247838,183.1549038,248348,189.2460418,248878,187.3197827,249364,184.9049422,249905,185.1665234,250395,182.4769677,250874,182.9517254,251373,183.913036,251870,182.652318,252325,186.7065311,252847,182.1226737,253358,186.8056395,253892,184.7325978,254396,182.2050537,254896,184.897073,255419,183.366231
255669,87.768,256414,183.1420726,256912,189.1909735,257412,187.4354395,257931,185.0320335,258413,185.2232736,258943,182.9216436,259441,183.497209,259955,184.2372018,260466,182.95161,260942,186.9282153,261435,182.2426114,261908,187.1650132,262455,184.9796763,262939,182.5391194,263477,185.2311932,263992,183.8105869
264242,89.352,264998,183.8503936,265504,190.0943038,265970,187.927249,266466,185.6434382,266992,185.8254804,267519,183.4736895,268014,184.2253253,268510,184.8210358,269015,183.3479225,269522,187.5514913,270029,182.9185348,270488,187.6086933,270965,185.5660765,271477,183.0466917,271983,185.7060848,272489,184.0327224
272739,90.918,273489,184.092065,274004,189.9318243,274510,188.2766049,275005,185.9324924,275511,186.0895161,276025,183.7827459,276499,184.3325855,277004,185.1126888,277507,183.6393877,278022,187.6487352,278517,183.2910388,279025,188.3166648,279552,185.9819806,280070,183.3678242,280572,186.0478606,281097,184.8394187
281347,92.538,282121,184.5464669,282594,190.6860033,283091,188.7501892,283595,186.4310672,284122,187.2685105,284644,184.5754396,285149,184.8366152,285615,185.7187619,286111,184.3216346,286596,188.329326,287104,183.7968605,287595,188.2222542,288097,186.1586799,288613,183.5439257,289134,186.020305,289652,184.3907577
289902,94.122,290642,184.4429196,291121,190.1826692,291628,188.5635743,292133,186.2778139,292671,186.6012037,293138,184.3010751,293613,184.7794729,294155,185.6073217,294682,184.1597684,295167,188.4068667,295679,183.780095,296223,188.6752154,296688,186.36998,297166,183.6788508,297671,186.4467969,298187,185.0213532
298437,95.706,299167,184.649538,299634,190.6211403,300132,188.8918641,300651,186.7360624,301130,186.7715506,301643,184.4851701,302110,184.9550101,302608,185.9177915,303099,184.776145,303600,188.8113497,304087,184.0452687,304605,188.9481771,305094,186.3291359,305569,183.9789668,306111,186.5974859,306616,185.3493142
306866,97.29,307635,185.1266976,308131,190.9080356,308606,189.6909817,309065,187.0759101,309578,187.4599644,310094,184.6376974,310591,185.0023796,311085,185.9877987,311582,184.5649418,312092,188.4921168,312582,184.1798223,313043,188.9699936,313543,186.7497989,314056,184.3255747,314535,187.0038727,315027,185.2924003
315277,98.838,316018,185.5043854,316508,191.637134,317018,189.6695761,317530,187.6590717,318013,187.8096842,318523,185.1872381,319003,185.7589455,319511,186.5771945,320000,185.1633841,320504,189.0559498,321034,184.5131661,321534,189.4901363,322026,187.460642,322537,184.8247157,322998,187.6285209,323492,186.3987655
323742,100.422,324506,186.1102198,325028,191.9335621,325543,190.5362769,326058,188.0170681,326577,188.4671409,327103,185.9408448,327583,186.5236373,328118,187.1989352,328619,185.7875814,329151,189.9021626,329677,185.0252681,330178,190.2134659,330654,187.9760051,331142,185.4130662,331638,187.9994844,332121,186.177602
332371,102.06,333104,186.1326575,333581,192.2235528,334069,190.3454299,334570,188.0556363,335064,187.871735,335604,185.2539744,336128,185.8239879,336631,186.7090513,337128,185.3812569,337619,189.4819216,338135,184.9066202,338601,189.4840173,339109,187.4828685,339632,184.9515834,340136,187.5852359,340634,186.2530347
340884,103.626,341644,185.9355775,342170,191.8486602,342653,189.9925407,343170,187.6692806,343670,188.0214376,344156,185.4673383,344655,185.9434875,345134,186.5710152,345655,185.1994753,346169,189.5779432,346633,184.515281,347166,189.4898327,347684,187.2337564,348203,184.6219983,348736,187.6184866,349223,185.8413035
349473,105.246,350254,185.6819714,350757,191.5226258,351269,189.9285119,351777,187.8600138,352295,187.9780869,352838,185.4542814,353353,186.2493279,353878,186.8511966,354361,185.5324361,354888,189.5220195,355415,184.6413939,355915,189.5929595,356436,187.3213405,356958,184.733547,357432,187.6362975,357947,186.1524157
358197,106.884,358991,186.0097055,359498,192.0501931,359991,190.3977138,360483,187.8755312,360977,187.7595214,361478,185.8197257,361991,186.0788293,362514,186.942727,363042,185.526475,363550,189.7156236,364087,184.9363602,364576,190.1695632,365046,187.5636991,365530,185.0095512,366049,187.9262898,366566,186.0986371
366816,108.504,367583,186.1376038,368100,192.0441534,368581,190.4267066,369120,187.8891328,369596,187.9841882,370110,185.5981461,370584,185.769542,371112,186.8900587,371596,185.3263411,372098,189.629445,372569,184.6913258,373060,189.8591076,373559,187.5787722,374060,184.8915811,374565,187.7358305,375058,186.2305356
375308,110.106,376064,186.0400768,376561,192.0927506,377069,190.3216204,377596,187.9577307,378068,187.9496285,378573,185.6294833,379083,186.2644118,379583,187.2214238,380073,186.0445538,380608,190.2251385,381115,185.3596218,381624,190.4314166,382115,187.9115894,382569,185.436618,383062,188.1354039,383577,186.7334378
383827,111.69,384582,186.2725469,385118,192.5100416,385636,190.7150227,386171,188.3768622,386677,188.9336244,387167,186.5724493,387674,186.856115,388199,187.7968016,388691,186.1720327,389175,190.3528742,389675,185.8719419,390175,190.8007579,390692,188.3650437,391184,185.6204149,391670,188.3656978,392183,186.4265972
392433,113.31,393170,186.5077934,393696,192.6689747,394203,190.7435374,394676,188.1502134,395197,188.2674552,395727,186.0347534,396221,186.5969682,396734,187.4411188,397184,186.0306309,397674,190.0026905,398161,185.3814898,398635,190.2439379,399148,188.1040418,399641,185.595489,400106,188.7011771,400585,186.7537959
400835,114.894,401598,186.7440961,402074,192.8519948,402585,191.0075592,403098,188.78347,403570,188.890103,404094,186.2672742,404587,186.8838874,405076,187.8764057,405564,186.4314273,406051,190.5099654,406524,185.4379904,407046,190.4661869,407563,188.1560146,408071,185.3479183,408575,188.3082723,409081,186.782616
409331,116.478,410055,186.4864155,410541,192.6265386,411054,190.7912053,411540,188.3266686,412043,188.5373447,412537,186.4369415,413026,186.8996593,413518,187.4077244,414006,186.0636004,414526,190.5010399,415003,185.3189574,415530,190.4535087,416015,188.1016146,416507,185.447568,416985,188.1679505,417489,186.6502622
417739,118.08,418451,186.6011008,418933,192.5930466,419439,190.8639005,419913,188.6350105,420403,188.779935,420887,186.2449912,421405,187.0063618,421937,187.5204945,422468,186.2171314,422957,190.2222788,423442,185.1973539,423956,190.128133,424434,188.0426432,424958,185.2609901,425459,187.8855799,425996,186.463482
426246,119.682,426989,186.347984,427519,192.1241369,428021,190.6502224,428537,188.1454639,429054,188.6354688,429549,185.655319,430070,186.2594613,430540,187.0080053,431074,185.3834031,431580,189.2302043,432075,184.6955809,432580,189.6601448,433076,187.395565,433561,184.6931118,434015,187.3062073,434520,185.9911661
434770,121.248,435497,185.8069939,435987,191.6140624,436467,189.9991789,436981,187.4977298,437488,188.0071351,437960,185.1156876,438457,185.6874068,438945,186.5605751,439463,185.0878859,439908,189.5792016,440444,184.3708319,440968,189.5769584,441467,187.1421408,441980,184.7267965,442447,187.5558158,442967,186.0089517
443217,122.85,443983,185.7400404,444460,192.0124471,444961,190.0111852,445444,187.7975573,445985,187.9509436,446498,185.4787019,447021,185.8874736,447517,186.7571904,448005,185.4290946,448504,189.6561696,448952,184.8744366,449448,189.8215043,449944,187.8214595,450439,185.0439812,450947,187.9491635,451458,186.3138863
451708,124.434,452435,186.069731,452930,192.1545554,453443,190.1904152,453918,187.9877815,454430,188.0373549,454953,185.3736409,455437,185.9146152,455968,186.8037593,456476,185.1988796,456923,189.5018583,457406,184.4207159,457896,189.5971118,458405,187.0900098,458914,184.3170956,459391,187.095239,459921,185.4520314
460171,126.018,460915,185.3128858,461406,191.6406544,461911,189.6935806,462430,187.5086882,462945,187.586468,463434,185.0578375,463942,185.6561288,464422,186.369714,464963,184.8445294,465443,189.0465635,465947,184.0357404,466451,189.2113694,466967,186.9334075,467492,184.339761,467983,187.226287,468463,185.703252
468713,127.62,469475,185.6649991,469934,191.9145609,470410,189.833408,470906,187.7745523,471389,187.7135489,471879,185.1430595,472409,185.6293568,472907,186.6705348,473429,185.3225922,473893,189.322647,474393,184.4261705,474871,189.6170908,475348,187.217101,475862,184.294868,476356,186.7373601,476854,185.384228
477104,129.186,477873,185.2785677,478363,191.053412,478885,189.7526845,479408,187.4121067,479921,187.6515771,480434,185.0416006,480938,185.2044656,481394,186.1043502,481871,184.8012783,482337,188.6325767,482860,183.9813216,483344,188.9368077,483862,186.8103687,484374,183.9668707,484916,186.7146611,485431,185.2366894
485681,130.788,486424,185.0451722,486928,190.977702,487469,189.4587231,487954,187.0841454,488469,187.2411697,488980,184.4434874,489486,185.1390376,489986,185.7994208,490486,184.4444246,490969,188.6201541,491471,183.755455,491972,188.8332145,492472,186.4183573,492989,183.750107,493478,186.6231,493981,184.9600925
494231,132.372,494950,184.9220377,495469,190.5374717,495962,189.2735365,496465,186.7240915,496965,186.8133828,497466,184.5278365,497951,184.9271068,498440,185.7261352,498927,184.2314961,499377,188.5843066,499860,183.7123547,500356,188.7340188,500865,186.5521405,501375,183.7939934,501888,186.7815416,502373,185.2775707
502623,133.956,503360,184.9183736,503862,190.9754962,504373,189.0014359,504878,186.9942026,505410,186.9265293,505881,184.4138327,506345,184.8288969,506836,185.8021549,507309,184.4130134,507771,188.6252608,508277,183.9016779,508769,188.5792859,509290,186.4972987,509829,183.8923287,510311,186.4841214,510790,184.8268441
511040,135.504,511786,184.6487367,512346,190.8180685,512869,188.6672365,513360,186.4828675,513886,186.5476279,514381,184.2834942,514878,184.9919763,515378,185.4287062,515888,184.1283135,516387,188.3595885,516870,183.3609345,517375,188.4012009,517884,186.158938,518387,183.572064,518888,186.2783143,519395,184.6876355
519645,137.106,520387,184.6738316,520908,190.749141,521393,188.8587062,521869,186.7824387,522355,186.8974306,522859,184.3824228,523363,184.6475982,523849,185.6846276,524353,184.2207312,524880,188.3142862,525376,183.5717451,525862,188.5624645,526344,186.2233149,526837,183.6726052,527332,186.521773,527827,185.0444626
528077,138.672,528825,184.800652,529321,190.7012217,529827,189.0756006,530335,186.4895273,530811,186.5830293,531291,184.1744883,531789,184.6767452,532297,185.5050932,532819,183.961253,533326,188.3416799,533821,183.1662003,534325,188.2995185,534810,185.7531852,535318,183.3372497,535838,185.9423533,536317,184.2160346
536567,140.274,537322,184.1593914,537816,190.3255907,538287,188.5013538,538795,186.1888766,539323,186.1367571,539825,183.5311663,540310,184.2063337,540841,185.0150687,541356,183.4195463,541847,187.5642788,542374,182.6994461,542855,187.6674641,543390,185.5326801,543918,182.8680141,544396,185.6137504,544874,183.9472507
545124,141.858,545864,183.8870712,546366,189.7991486,546867,188.3989209,547344,185.9175288,547841,186.1103647,548317,183.6333714,548803,184.169206,549314,184.8749761,549830,183.6239302,550325,187.7544663,550815,182.4922442,551324,187.509158,551832,185.2554432,552319,182.5557548,552782,185.1693909,553297,183.5195592
553547,143.406,554294,183.6029829,554818,189.6111065,555295,187.9416928,555768,185.6725457,556255,185.8103696,556738,183.1835171,557233,183.646713,557716,184.4288699,558183,183.07987,558676,187.1723671,559194,182.5653041,559725,187.6072421,560281,185.329406,560732,182.7095587,561247,185.2840598,561763,183.8320271
562013,144.972,562759,183.7162434,563260,189.1417948,563752,187.9923971,564248,185.8631932,564762,185.8752152,565287,183.5155962,565762,184.0695245,566263,184.9119217,566775,183.2578175,567267,187.2149853,567733,182.8867647,568229,187.9408498,568753,185.2445218,569237,182.7032022,569731,185.3504245,570249,183.7102304
570499,146.538,571285,183.8377052,571776,189.7146677,572305,188.1342279,572803,185.55557,573323,185.9606508,573841,183.3990297,574340,183.8768136,574819,184.7171317,575299,183.2058332,575793,187.3984939,576336,182.7839864,576815,187.6038379,577317,185.4893395,577820,182.7105931,578323,185.4281536,578822,184.0236162
579072,148.14,579829,183.9606433,580335,190.008171,580857,188.2446054,581333,185.9446026,581827,186.3503222,582341,183.2575884,582841,183.9613323,583361,184.6043608,583870,183.1673217,584396,187.3477799,584887,182.4261182,585372,187.5519467,585864,185.2770258,586379,182.6843975,586914,185.3883506,587387,183.9447754
587637,149.724,588363,183.5716869,588872,189.6885509,589383,187.9366763,589903,185.4987153,590412,185.6633311,590913,183.0504738,591443,183.3811216,591917,184.2756099,592411,182.6507607,592889,187.0987927,593388,182.1935163,593918,186.9448582,594410,184.7764112,594927,182.029864,595420,184.7302415,595912,183.2579956
596162,151.29,596890,183.015266,597410,188.9961254,597891,187.2292316,598374,185.1611767,598875,185.1664455,599373,182.5990379,599865,183.1278318,600337,183.9589851,600814,182.5975651,601306,186.7557951,601835,181.51733,602359,186.9460901,602845,184.392142,603362,181.883575,603854,184.4057293,604371,183.0044327
604621,152.856,605349,182.9049538,605875,189.1477703,606390,187.1579022,606877,184.7694893,607366,184.9096412,607873,182.0978617,608345,182.9962957,608863,183.6541287,609380,182.2322798,609891,186.1243668,610397,181.3817082,610879,186.517288,611383,184.330704,611889,181.4465964,612382,184.2493285,612855,182.8240987
613105,154.404,613892,182.5515658,614384,188.4578281,614890,186.9670617,615353,184.693379,615851,185.1018171,616352,182.1815792,616866,182.7168775,617315,183.595659,617800,181.9559192,618333,186.4127282,618806,181.3337689,619319,186.4526005,619845,184.1984003,620326,181.5502364,620821,184.3438963,621331,182.8629581
621581,155.952,622319,182.4893707,622826,188.2840889,623349,186.5252913,623890,184.2691555,624395,184.421632,624866,182.0508029,625358,182.3592438,625844,183.1989798,626347,181.7547825,626848,186.0208095,627300,181.0661606,627779,185.94745,628312,183.7314587,628819,181.0650697,629299,183.7786491,629804,182.4276959
630054,157.536,630790,182.1109687,631327,188.0842248,631819,186.1969978,632337,184.0378474,632822,183.7536651,633307,181.4169956,633775,181.9635718,634261,182.7712677,634742,180.9674081,635242,185.0954127,635747,180.4686345,636225,185.6727569,636692,183.216362,637200,180.3059002,637689,183.1421078,638203,181.6004224
638453,159.066,639195,181.5071854,639678,187.6621776,640197,185.6501292,640695,183.1019392,641208,183.251625,641688,180.7813867,642186,181.2062576,642652,182.0954517,643180,180.8713555,643692,184.8721191,644199,180.2646817,644674,184.9571354,645174,182.9553798,645672,180.5935399,646163,183.1078178,646656,181.49587
646906,160.614,647674,181.545629,648171,187.8189874,648677,185.5913353,649198,183.3089354,649687,183.3698412,650178,181.1405083,650677,181.6765167,651150,182.2486262,651617,180.9201326,652125,184.6498995,652621,180.1507751,653111,185.1078601,653586,182.7106331,654089,180.0545234,654591,182.6638847,655104,181.4451662
655354,162.162,656132,181.3111403,656647,186.9702601,657149,185.3305623,657640,183.1972175,658122,183.0068123,658651,180.6478753,659144,181.2131365,659649,181.8891789,660186,180.5016694,660722,184.7462434,661239,179.8013076,661739,185.0657305,662278,182.6308975,662778,180.0801109,663270,182.8700195,663757,181.081793
664007,163.728,664763,181.1538925,665261,187.0400552,665766,185.4692914,666245,182.9718267,666749,183.0797849,667260,180.3974338,667754,181.0493787,668254,181.7969966,668756,180.4920367,669219,184.380234,669675,179.7392875,670165,184.8128843,670693,182.3882701,671191,180.0019803,671689,182.6411429,672185,181.1195854
672435,165.258,673177,180.9420925,673667,186.5761958,674190,184.8373532,674682,182.6215501,675169,182.6003719,675691,179.9187508,676166,180.4035726,676665,181.2993894,677189,179.8216312,677690,183.7671955,678190,179.1515199,678701,184.1100227,679198,181.7775635,679672,179.1516033,680161,182.049728,680642,180.4207752
680892,166.806,681638,180.1414529,682120,186.1806112,682630,184.2718081,683131,182.0287864,683630,182.3011903,684139,179.7223355,684627,180.332441,685142,181.1226751,685637,179.7578028,686161,183.8998509,686677,179.1673984,687163,184.0427965,687642,181.6510053,688150,179.175528,688656,181.7266541,689137,180.2200815
689387,168.336,690129,180.2157977,690652,186.316729,691145,184.3148006,691636,182.0422553,692189,182.0014547,692682,179.922272,693198,180.3692983,693685,180.8876562,694172,179.4206256,694656,183.4571271,695137,178.7349494,695646,183.8397328,696135,181.4758875,696634,178.9142856,697158,181.5991691,697682,180.0434091
697932,169.902,698667,180.0045745,699156,185.5817243,699660,184.4425546,700153,181.9411348,700618,182.0650419,701119,179.671725,701614,180.0739631,702112,180.8552412,702555,179.3859673,703049,183.6990107,703571,178.6367321,704075,183.4765693,704610,181.3120562,705109,178.7302214,705631,181.2684722,706141,179.7970887
706391,171.432,707123,179.4429552,707654,185.4775768,708162,183.6691089,708660,181.6134004,709156,181.9281479,709662,179.3071239,710165,179.6845884,710644,180.3809862,711136,178.8030042,711643,182.7789165,712124,177.8821048,712658,182.9323847,713164,180.5001542,713691,178.2421632,714165,180.7603548,714681,179.2882639
714931,172.998,715651,179.124117,716152,185.1569345,716671,183.4363766,717160,181.2691015,717661,181.2098911,718192,178.7594103,718666,179.250025,719186,180.0976031,719692,178.7515846,720156,182.7201714,720626,178.1964956,721128,182.9741469,721651,180.6320427,722163,178.120909,722661,180.9497384,723155,179.3994226
723405,174.51,724163,179.1172901,724670,184.8896806,725160,183.2198404,725664,180.9629997,726202,180.9806363,726734,178.4552355,727238,179.2395289,727755,179.9060938,728266,178.4317582,728751,182.4615674,729231,177.749081,729743,182.7667063,730224,180.2755914,730702,177.8263644,731195,180.2579377,731685,178.5734909
731935,176.04,732723,178.6372173,733214,184.3353026,733714,182.8117713,734233,180.2558078,734720,180.387577,735171,177.9306659,735642,178.570228,736134,179.3314035,736651,177.9561284,737145,181.9327143,737618,177.2282859,738120,182.1316264,738649,180.0857839,739115,177.4379281,739618,180.1839065,740140,178.539178
740390,177.57,741127,178.2930659,741649,184.0396516,742167,182.4081143,742667,180.089673,743184,180.1450053,743678,177.8556981,744154,178.2347026,744688,178.915342,745176,177.5886087,745696,181.5284026,746227,177.0142471,746732,181.7815821,747272,179.6471764,747761,177.2593553,748271,179.7543516,748751,178.2485262
749001,179.118,749745,178.232131,750268,184.112421,750759,182.3791395,751248,180.2764213,751755,179.8828178,752263,177.5054545,752786,178.167279,753275,178.9773544,753774,177.4991116,754258,181.5089403,754720,176.9625112,755241,181.9400273,755738,179.6001436,756226,177.0678327,756739,179.5355168,757235,178.0824675
757485,180.666,758243,178.0717521,758764,184.038279,759270,182.3453066,759773,180.2977819,760262,180.2734966,760727,177.9411334,761221,178.1816638,761724,178.9446541,762216,177.4801128,762728,182.0914821,763204,177.0970585,763712,181.8466428,764206,179.6083806,764694,177.363336,765191,179.8293517,765710,178.445611
765960,182.16,766723,178.065846,767216,183.944878,767726,182.1352213,768207,179.9917138,768703,180.0169958,769182,177.4701664,769690,177.7730974,770147,178.6830109,770634,176.9971849,771151,181.0066117,771643,176.3095305,772143,181.1817197,772635,179.1162855,773179,176.4065405,773665,178.869076,774189,177.5195168
774439,183.672,775194,177.1757298,775693,182.9790842,776175,181.2030715,776678,179.2618691,777171,179.4085218,777665,176.9693807,778162,177.1254862,778659,178.1021193,779179,176.7165607,779655,180.8797941,780127,175.9855678,780647,180.6326789,781185,178.7932395,781662,176.3035591,782171,178.7932901,782638,177.1158632
