t_enc_us,enc_deg,t1_us,y1,t2_us,y2,t3_us,y3,t4_us,y4,t5_us,y5,t6_us,y6,t7_us,y7,t8_us,y8,t9_us,y9,t10_us,y10,t11_us,y11,t12_us,y12,t13_us,y13,t14_us,y14,t15_us,y15,t16_us,y16
0,45.738,768,116.8940794,1263,122.326166,1766,120.7787103,2268,119.1807914,2792,118.9938651,3324,116.7831781,3778,118.1146892,4297,118.2150684,4806,116.7831339,5295,120.3609701,5778,116.8001897,6291,120.9767458,6779,119.0120449,7270,118.2795333,7767,119.4170261,8266,118.982329
8516,46.764,9291,118.639978,9795,124.1712969,10335,122.7141749,10869,121.030442,11357,120.6946415,11819,118.8195546,12316,119.8917697,12793,120.2389127,13283,118.9731011,13736,122.3114538,14259,119.1868084,14767,123.6635816,15309,121.2255231,15790,120.3407933,16292,121.5863977,16796,121.028456
17046,47.808,17784,120.9304872,18271,126.1546462,18791,124.5727648,19307,122.9695248,19825,122.7266703,20335,120.7247537,20833,121.8158312,21317,122.0490179,21844,120.3706998,22338,123.8712569,22853,120.7852882,23357,124.8530639,23903,122.7265741,24418,121.7711017,24918,122.9129743,25423,122.3725671
25673,48.852,26438,122.1172275,26966,127.440312,27452,125.932042,27906,124.4501637,28378,123.9397356,28869,121.7426942,29347,123.1007377,29861,123.2865263,30338,121.5448196,30845,125.3202209,31371,121.8725034,31861,126.2873078,32342,123.8369711,32850,123.3794096,33370,124.5456258,33875,123.6560817
34125,49.896,34902,123.7290956,35365,129.295362,35863,127.5627102,36344,125.4189147,36869,125.4886413,37387,123.6190565,37900,124.480883,38414,124.8023005,38928,123.3297923,39448,126.745331,39999,123.2781592,40508,127.7620413,40986,125.5999865,41493,124.4733549,41991,125.5797924,42485,125.0312369
42735,50.994,43481,124.8043638,43988,130.4752748,44494,129.0583803,44979,127.2286451,45491,126.8465911,46023,124.7125544,46529,125.6677118,47001,125.9291927,47512,124.3372997,48044,128.0681093,48547,124.5429095,49058,129.0431931,49534,126.6237881,50038,125.4905162,50519,126.8589529,51051,126.3505557
51301,52.056,52032,126.1334151,52555,131.9270514,53035,130.0056601,53552,128.1083682,54083,128.2541506,54599,126.0293587,55089,127.074733,55570,127.1663034,56099,125.8601841,56586,129.4367488,57106,126.0130419,57584,130.0395905,58088,128.05131,58577,126.7936177,59047,128.3146521,59545,127.661763
59795,53.154,60579,127.3717576,61085,132.8358396,61588,131.2470936,62089,129.5610417,62620,129.2427251,63092,127.5232482,63565,128.4348823,64065,128.5337227,64570,127.201887,65077,130.7571686,65553,127.2577464,66060,131.5185941,66569,129.3141107,67060,128.4618733,67541,129.9688125,68034,129.160184
68284,54.252,69017,129.0628448,69503,134.6922006,69988,133.1710475,70481,131.3349345,70992,130.6612955,71526,129.1217323,72045,129.8331551,72551,130.1617146,73045,128.7084187,73513,132.4180685,73997,128.7503855,74506,133.1732953,75015,130.7166317,75529,129.4597949,76016,131.0078364,76498,130.1681127
76748,55.35,77496,129.8523831,77955,135.209864,78442,133.9987179,78956,132.3580939,79458,132.1085263,79971,129.9184006,80465,131.1921321,80960,131.3952814,81430,129.7927279,81970,133.4215712,82434,129.7439385,82953,134.4143831,83434,131.8939936,83928,130.7313357,84436,132.2468683,84944,131.3738457
85194,56.466,85914,131.2670634,86424,136.7288516,86918,135.1538512,87374,133.4085146,87876,133.2042874,88413,131.3359303,88905,132.3768829,89401,132.6190973,89898,131.320788,90395,134.7743698,90888,131.0037729,91329,135.8556976,91846,133.3097638,92326,132.220764,92823,133.6203503,93339,132.7351632
93589,57.6,94346,132.5396086,94844,138.1953816,95341,136.3123446,95823,134.2764007,96321,133.7566136,96828,132.0398861,97335,132.7724462,97864,133.3095976,98368,131.8353714,98858,135.2681705,99357,131.726168,99844,136.1741684,100329,133.8770329,100819,132.5816669,101346,134.2471206,101823,133.5782619
102073,58.716,102794,133.2798848,103277,139.0653859,103762,137.503113,104252,135.3714159,104752,135.0755884,105278,133.3402562,105802,134.1029938,106294,134.4136419,106806,132.9903618,107290,136.5228298,107775,132.7218641,108293,137.2126161,108774,134.8321045,109301,133.6233262,109789,135.1459976,110281,134.24518
110531,59.868,111304,134.2535742,111822,139.856625,112335,138.5451722,112833,136.7302215,113306,136.3257481,113848,134.327779,114386,134.9912954,114864,135.2651373,115347,133.7677109,115813,137.3419474,116288,133.7104544,116817,138.2828002,117296,135.8986279,117786,134.7108583,118304,136.3122657,118805,135.3241221
119055,61.038,119787,135.3371463,120285,140.9044487,120768,139.3303157,121231,137.3060634,121726,136.8800014,122231,134.9884986,122720,135.9129897,123233,136.2515794,123720,134.9212512,124206,138.3648924,124712,134.8156502,125211,139.3005402,125755,137.1971831,126265,135.5734143,126805,137.1402192,127301,136.2617239
127551,62.19,128305,135.8435689,128853,141.599257,129338,139.8267869,129846,137.9509305,130372,137.6255169,130892,135.3883952,131363,136.5688141,131859,136.9897415,132348,135.6020347,132869,139.3746017,133388,135.3103568,133900,139.795448,134394,137.4405751,134862,135.9997993,135362,137.6556756,135837,136.670326
136087,63.36,136837,136.6298616,137343,142.3500988,137813,140.682159,138299,138.5184118,138771,138.3598637,139307,136.457293,139785,137.1534636,140303,137.6160638,140782,136.0252259,141274,139.805062,141782,136.016459,142267,140.7428462,142750,138.3836544,143240,137.2746876,143732,138.7941798,144229,137.9074378
144479,64.512,145214,137.7988615,145706,143.7229183,146221,141.9382078,146737,140.018597,147238,139.9110311,147746,137.7292497,148228,138.4946417,148729,138.9313972,149243,137.5240233,149734,141.2948702,150220,137.2886253,150732,141.5998231,151268,139.4826923,151793,137.9685946,152292,139.6683273,152799,138.8980364
153049,65.736,153796,138.6380085,154297,144.2232514,154798,142.6424433,155306,140.6296586,155828,140.5432763,156322,138.2696775,156825,139.5079534,157339,139.8449141,157845,138.4819801,158341,142.20824,158850,138.3891548,159361,142.5837183,159870,140.3922324,160379,139.0295141,160871,140.5866781,161404,139.7129935
161654,66.906,162413,139.5856853,162954,145.1587776,163470,143.637903,163968,141.6791134,164473,141.3237577,164963,139.4164595,165458,140.3135657,165966,140.5367372,166456,139.036663,166929,143.1447962,167405,139.1724828,167926,143.7104365,168423,141.397766,168897,139.7539962,169389,141.528497,169905,140.7432842
170155,68.148,170889,140.5395641,171377,145.9538284,171877,144.7153916,172360,142.3728166,172850,142.4842083,173334,140.2691393,173828,141.0536101,174313,141.4559154,174789,139.8762814,175284,143.4357604,175776,140.1319088,176289,144.3269905,176794,142.0954328,177265,140.5483515,177765,142.276892,178293,141.3337321
178543,69.318,179278,141.461884,179777,147.242597,180285,145.6372086,180763,143.5492853,181257,143.2902473,181742,141.2661785,182222,141.9068949,182741,142.2405233,183251,140.5999747,183754,144.6970483,184223,140.8252823,184711,145.546396,185184,143.1026442,185712,141.3729719,186271,143.0141575,186737,142.1694813
186987,70.524,187722,142.1816982,188208,147.5101473,188701,146.4382624,189211,144.2964917,189670,143.8845027,190157,141.6367007,190647,142.5367917,191153,142.9427848,191661,141.3903322,192191,145.1096208,192678,140.902649,193192,145.75765,193703,143.1995014,194154,141.7329572,194657,143.2678112,195179,142.1646749
195429,71.73,196217,142.2276134,196683,148.091872,197205,146.0985101,197674,144.170711,198164,143.9019072,198646,141.731265,199170,142.728422,199650,142.8772067,200179,141.5760587,200670,145.1039382,201162,141.2856121,201655,146.086086,202166,143.4174594,202646,142.0721838,203146,143.8253842,203680,142.7874266
203930,72.954,204713,142.4740719,205212,148.185043,205718,146.4500003,206214,144.6909245,206722,144.0798552,207219,142.0838266,207694,143.275605,208197,143.3839694,208686,142.1131776,209200,145.8033201,209736,141.670327,210192,146.3982437,210689,144.119971,211173,142.728728,211662,144.6170311,212167,143.5068305
212417,74.178,213157,143.2342641,213666,148.9085238,214138,147.2250015,214638,145.1734724,215139,145.1056966,215625,142.6450769,216128,143.7556795,216612,144.0831319,217111,142.6006066,217618,146.3313503,218090,142.5186629,218592,147.0865684,219145,144.6906207,219646,143.258234,220171,145.0466188,220677,144.0834573
220927,75.42,221644,143.9036666,222141,149.2145956,222674,148.213441,223166,145.921878,223633,146.0360129,224142,143.5616826,224623,144.4183798,225123,144.8949663,225627,143.327857,226137,147.0024618,226632,143.0719657,227152,147.6244501,227635,145.4307207,228150,143.8455589,228615,145.7123204,229096,144.5427787
229346,76.644,230102,144.3653728,230609,150.1617957,231134,148.5383479,231631,146.4143057,232119,146.2927633,232613,144.1361569,233110,144.9087538,233610,145.2974686,234169,143.6629875,234627,147.7268532,235150,143.9719607,235635,148.1099298,236157,146.0920952,236643,144.6098897,237129,146.2138907,237610,145.0356658
237860,77.886,238622,145.0962157,239151,150.5038554,239629,149.1505388,240141,147.1668519,240618,147.269333,241133,144.7106122,241658,146.0238254,242149,146.2008824,242650,144.7640134,243129,148.7682989,243625,144.5946239,244118,149.0211814,244620,146.9730867,245130,145.3912943,245642,147.038494,246131,146.1484679
246381,79.128,247154,146.0322291,247652,151.7457205,248169,150.0804433,248675,147.9718935,249168,147.7007378,249677,145.4360435,250152,146.7878129,250663,146.9951096,251141,145.5791996,251640,149.1130603,252175,145.5692203,252681,149.7788118,253172,147.6250862,253713,145.9441455,254208,147.9114211,254709,146.6699782
254959,80.406,255688,146.5080891,256189,152.3859935,256657,150.6929289,257165,148.7700985,257654,148.8456406,258168,146.3293166,258697,147.2457201,259218,147.5412862,259692,146.0168152,260171,149.6968389,260682,145.7307574,261184,150.5588736,261677,148.1232367,262181,146.5067586,262678,148.3398519,263179,147.3435853
263429,81.648,264210,147.2967208,264724,153.1811222,265230,151.2319362,265717,149.619143,266183,149.2416586,266649,146.8600012,267165,147.9953389,267664,148.3246961,268205,146.8452506,268666,150.4460202,269135,146.7360851,269598,151.170375,270093,148.9110028,270585,146.8950291,271072,148.8227466,271565,148.0816661
271815,82.908,272584,147.6507138,273103,153.4373616,273562,151.5479305,274070,149.4476685,274570,149.4497962,275045,147.1763953,275579,148.0579015,276082,148.5096911,276562,147.0672719,277083,151.0280737,277592,146.7472567,278114,151.5610149,278583,149.0847055,279092,147.5730108,279614,149.3455457,280129,148.1926574
280379,84.186,281131,148.1866622,281619,153.9324575,282101,152.1658031,282589,149.9787051,283111,150.2639849,283593,147.7703916,284107,148.9087364,284589,149.0744403,285086,147.8217077,285562,151.7564094,286061,147.6605518,286547,152.4897164,287084,149.7868596,287579,148.1447222,288093,149.829235,288581,148.9509406
288831,85.428,289566,148.7033951,290079,154.4263448,290580,152.9177375,291071,150.7958581,291576,150.4840723,292056,148.2509604,292551,149.1877351,293049,149.5654149,293545,147.9775631,294041,151.9666106,294530,147.4535079,295024,152.0641371,295503,149.8538407,296026,148.1611082,296533,149.7367345,297058,148.7619209
297308,86.706,298066,148.4587707,298569,154.3798739,299100,152.5785951,299602,150.2681324,300113,150.0845874,300621,147.7128203,301067,148.5725744,301546,148.9061815,302022,147.4067306,302526,151.3734742,302988,147.2569047,303484,151.6220383,304012,149.4540963,304521,147.7864232,305041,149.5377867,305547,148.6366827
305797,87.984,306554,148.2646967,307075,154.1852339,307588,152.5401702,308075,150.2178736,308594,149.875787,309084,147.9087188,309565,148.8776626,310051,149.2083453,310549,147.7233734,311032,151.5250589,311535,147.359953,312039,151.9910737,312532,149.7268178,313004,148.2390779,313513,150.1717614,314042,149.2078162
314292,89.28,315028,148.7663738,315501,154.6760034,315993,152.769892,316502,150.8373474,317017,150.7572996,317507,148.5727922,318049,149.3123915,318564,149.7207736,319055,148.3428308,319587,152.1403311,320065,148.4485242,320627,153.0081439,321130,150.5723659,321607,148.9174697,322131,151.0367697,322631,149.594349
322881,90.54,323632,149.5023328,324161,154.98648,324647,153.4336183,325177,151.8011103,325712,151.3382994,326212,149.0886122,326738,150.0269767,327255,150.3167236,327738,148.975683,328268,152.8021207,328783,148.4266542,329264,153.4815527,329754,150.9896984,330254,149.3004116,330750,151.4274132,331251,150.2167894
331501,91.854,332248,150.2775769,332771,155.9876525,333300,154.2830666,333792,152.1060539,334290,152.3037957,334782,149.9697078,335282,150.4130217,335814,150.9725441,336304,149.3493864,336820,153.3306116,337333,148.9504879,337839,153.7117634,338334,151.1710669,338858,149.4384743,339391,151.2299939,339908,150.3454017
340158,93.168,340879,150.1304111,341355,155.9735411,341791,154.1040567,342289,152.0830556,342770,152.1080305,343284,149.4724912,343805,150.4254297,344299,151.1032066,344798,149.5094398,345312,153.0582348,345808,149.0619462,346330,153.7372936,346819,151.4128071,347333,149.8230755,347837,151.4708222,348336,150.3862653
348586,94.446,349348,150.3110847,349857,156.1905392,350374,154.5661696,350870,152.2705363,351350,152.190041,351850,150.0285741,352382,150.8672572,352886,151.1727012,353382,149.7212698,353884,153.3872016,354382,149.6834557,354902,154.1384275,355408,151.9427102,355928,150.1955252,356444,151.9305632,356946,150.7379202
357196,95.76,357959,150.7270964,358472,156.8531781,358979,155.001187,359508,152.7426204,360019,152.654574,360490,150.5923739,361005,151.2932017,361508,151.7413232,362020,150.1264753,362529,153.7689639,363023,149.6667522,363512,154.6590223,364017,152.1303885,364543,150.2835771,365032,152.1709454,365540,151.2653284
365790,97.038,366548,151.0536035,367044,156.6841823,367527,155.0093449,368037,153.0128171,368583,153.1558897,369082,150.7492537,369583,151.5858931,370086,152.0851156,370552,150.7003682,371057,154.5983623,371584,150.4379332,372060,154.9084113,372570,152.8324216,373062,151.0351447,373559,152.6967389,374073,151.8480628
374323,98.37,375075,151.3590089,375602,157.3858322,376105,155.3898708,376606,153.4487029,377128,153.3613974,377665,150.9647137,378211,151.7593593,378698,152.1926272,379178,150.8339902,379672,154.6666055,380167,150.3010472,380676,155.1716734,381212,152.6944551,381714,150.9798174,382200,153.0007992,382716,151.7761718
382966,99.666,383718,151.7776319,384213,157.29233,384708,155.8827182,385173,153.5384003,385695,153.5172054,386178,151.0851581,386650,152.1273768,387145,152.4882415,387633,151.2869827,388121,155.0926116,388636,150.7399072,389128,155.3872335,389630,153.286534,390119,151.1941456,390635,153.3087124,391121,151.8719806
391371,100.944,392131,152.0245677,392634,157.572617,393144,156.1453755,393634,154.1305319,394127,153.6719861,394625,151.2998456,395150,151.851907,395657,152.4665882,396148,151.0568601,396624,154.9262891,397131,150.8409615,397637,155.4411422,398125,152.9718444,398645,151.5452642,399150,153.3394174,399651,152.1924118
399901,102.258,400616,152.2976398,401113,157.8230069,401634,156.2767084,402093,154.3181371,402610,154.3333445,403138,152.1302841,403627,152.7387948,404129,153.4435163,404685,151.8646165,405186,155.8399804,405685,151.6117773,406160,156.2012299,406649,154.134876,407141,152.2774357,407667,153.990139,408168,152.9710614
408418,103.554,409157,152.697864,409681,158.5623078,410188,156.8999259,410697,154.9815862,411207,154.6008519,411732,151.9693038,412267,153.0115791,412795,153.4782259,413307,151.9334376,413827,155.6489629,414359,151.5666301,414846,156.0778388,415331,153.9839449,415809,152.2437877,416333,153.9651789,416823,152.9982949
417073,104.904,417823,152.6278465,418346,158.2225588,418866,156.696233,419393,154.571305,419917,154.4299536,420418,152.1646596,420908,152.9445074,421406,153.2998768,421922,151.7800795,422426,155.9073505,422919,151.4666759,423394,155.9755249,423879,154.0972995,424404,152.2239657,424886,154.1998696,425389,153.2960572
425639,106.236,426387,152.9017484,426845,158.9927836,427356,156.8634476,427890,154.7805162,428377,154.6754374,428895,152.5269825,429398,153.4115384,429892,153.6975988,430385,152.1572538,430886,155.8134055,431409,151.7901585,431931,156.3558772,432462,154.2712066,432992,152.4474846,433537,154.3721963,434048,153.0726876
434298,107.55,435059,152.8692645,435554,158.6328553,436060,156.7601153,436541,154.8147695,437038,154.6749937,437561,152.7724691,438063,153.3275911,438526,153.8533641,438997,152.4596065,439500,156.1726397,440014,151.87441,440508,156.539387,441019,154.182434,441501,152.5987496,442008,154.5457594,442509,153.1139345
442759,108.864,443486,153.169776,444007,158.719965,444500,157.0474236,444976,155.0774431,445485,154.3940459,445985,152.3883128,446526,153.553575,447047,154.06943,447560,152.6009216,448071,156.5523378,448554,152.2736724,449044,156.6882281,449532,154.4244149,450032,152.7369852,450524,154.6103861,451044,153.5537799
451294,110.196,452077,153.3319391,452559,158.697107,453047,157.4259646,453539,155.3122861,454079,155.2464298,454560,152.6124789,455068,153.6136129,455547,154.0158007,456026,152.7458827,456540,156.7922579,457054,152.2741435,457565,156.8852861,458062,154.6797955,458581,152.8390943,459071,154.7291144,459564,153.8432302
459814,111.528,460590,153.5822504,461116,159.2275867,461657,157.6616046,462117,155.8777918,462604,155.7972713,463076,153.4094841,463578,154.2538495,464059,154.8068108,464584,153.6243306,465067,157.1482767,465557,153.239751,466028,157.6106832,466508,155.4253315,466988,153.6869828,467472,155.4949611,467969,154.6901513
468219,112.824,468966,154.1966947,469433,159.7091067,469939,158.2931862,470445,156.2516449,470950,156.2451473,471435,153.9757288,471925,154.6102606,472437,155.2085138,472951,153.5800216,473439,157.5317594,473940,153.5521421,474472,157.9316024,474948,155.5707575,475471,153.87414,476000,155.7819916,476528,154.5835826
476778,114.174,477537,154.6268418,478053,160.6484722,478559,158.600912,479077,156.4208767,479555,156.7148042,480062,154.2413668,480546,155.0664224,481063,155.477909,481584,153.9317275,482126,157.8522208,482650,153.6712445,483145,158.2701673,483642,155.9703435,484125,154.1404204,484638,155.8052017,485097,154.7397229
485347,115.488,486117,154.4676355,486579,160.2805998,487068,158.5558333,487551,156.4066109,488067,156.3917755,488568,154.0525099,489072,154.9794581,489565,155.3501579,490070,153.900084,490538,157.8070515,491044,153.7864552,491523,158.7809912,492049,156.2850182,492544,154.3357268,493048,156.4329199,493563,155.4597312
493813,116.82,494555,155.1258041,495007,160.9368386,495491,159.0548513,495983,157.3008335,496496,156.9154102,497029,154.6575356,497530,155.3824608,498038,155.7780304,498556,154.4319797,499011,158.3299987,499514,154.05624,500046,158.9862522,500575,156.1634148,501078,154.4081776,501566,156.6665921,502059,155.5025744
502309,118.134,503099,155.2332996,503593,160.9668173,504091,159.3974988,504594,157.2606982,505110,157.4205832,505613,155.1724232,506142,155.8829935,506666,156.1850417,507154,154.7776719,507617,158.5763504,508142,154.4745475,508628,159.0812697,509127,157.0368663,509623,155.1105161,510119,157.2414678,510639,155.94717
510889,119.502,511641,155.8422532,512166,161.4361116,512665,159.9342241,513152,157.9257999,513687,157.8918774,514196,155.2392095,514680,156.3253067,515149,156.8563893,515614,155.3732386,516086,159.2717708,516598,154.9014169,517089,159.4080392,517599,157.2730842,518118,155.2361083,518616,157.2473979,519119,155.7153255
519369,120.798,520148,155.8055722,520643,161.3810477,521197,159.8427304,521727,157.6506177,522252,157.5732232,522742,155.3320843,523249,156.1706752,523766,156.4844371,524305,154.9633846,524813,158.6240438,525299,154.6881665,525794,159.2452058,526293,157.00747,526806,155.1503991,527291,157.3753131,527822,156.2223158
528072,122.184,528790,155.8246563,529300,161.3297906,529783,159.9557001,530341,157.7341366,530834,157.5832103,531331,155.3646588,531792,156.3563887,532283,156.8406512,532785,155.2102041,533332,159.4040791,533853,154.9169437,534373,159.7549887,534903,157.3660556,535440,155.3564596,535931,157.3781843,536448,156.3801563
536698,123.534,537429,156.0098575,537940,161.4852642,538453,159.9577312,538963,158.0603347,539444,157.7398595,539955,155.7254289,540463,156.6768873,540936,157.0360055,541448,155.4335159,541972,159.2004529,542463,155.332245,542953,159.9081006,543473,157.7334324,544002,155.9705487,544463,157.8598194,544940,156.6322963
545190,124.866,545961,156.6898462,546449,162.5250555,546973,160.8071816,547444,158.6585477,547930,158.6348904,548415,156.4804524,548905,157.118545,549378,157.6717791,549873,156.1855116,550331,159.9059518,550800,155.6697521,551276,160.3734485,551757,158.2282742,552275,156.2312353,552795,158.1404487,553313,156.9989335
553563,126.216,554330,156.856459,554840,162.5300581,555357,160.8078022,555858,158.8964981,556355,158.653625,556843,156.3716768,557336,156.8346179,557858,157.5090268,558365,155.9554926,558877,159.9016427,559351,155.6992244,559853,160.3062294,560348,158.1562875,560850,156.2909725,561336,158.3403541,561841,157.3518444
562091,127.548,562832,157.2067959,563343,163.077353,563854,161.2742597,564346,159.2448486,564836,159.2048618,565353,156.9140286,565855,157.471916,566364,157.8868859,566857,156.5290299,567387,160.4660414,567877,156.3539881,568387,161.0595131,568935,158.8171576,569418,156.7692674,569910,158.7590237,570400,157.3692181
570650,128.898,571389,157.4680702,571872,163.4503033,572352,161.6383003,572855,159.6215533,573401,159.6254877,573883,157.3259153,574419,157.8960521,574905,158.4907511,575384,156.9778204,575902,160.8964471,576416,156.3719121,576927,161.1634581,577428,158.9298358,577910,156.9758633,578381,158.7849422,578891,157.9194243
579141,130.266,579890,157.6038664,580431,163.5707408,580938,161.4926126,581430,159.2855739,581907,158.7993269,582407,156.8576804,582892,157.4537632,583388,158.1128486,583889,156.599686,584398,160.7061153,584918,156.1687857,585427,160.9189232,585921,158.6567922,586399,156.7728027,586912,158.6491863,587410,157.5692228
587660,131.598,588416,157.260196,588913,162.9834059,589429,161.3522871,589933,159.3617679,590427,159.0757982,590904,156.6857675,591363,157.3744497,591838,158.1366669,592361,156.5956642,592834,160.4266325,593345,156.3854258,593853,160.8108677,594341,158.5738364,594869,156.7186867,595406,158.5924307,595919,157.4347052
596169,132.966,596942,157.2535338,597441,163.1624337,597928,161.3508488,598407,159.0853465,598901,159.3325834,599430,156.7806038,599975,157.8461226,600458,158.1627649,600952,156.6842157,601451,160.6380982,601912,156.6124704,602389,161.1657252,602872,158.784055,603394,157.0704855,603940,159.2622099,604449,157.9197889
604699,134.316,605431,157.7329723,605934,163.3757625,606444,162.0095567,606933,159.6602844,607408,159.607153,607933,157.3290966,608460,158.0206664,608978,158.6033133,609454,157.0212071,609952,160.709112,610462,156.7228068,610961,161.5888223,611474,158.974519,611971,157.2453771,612512,158.9783703,612996,157.9632483
613246,135.648,614009,157.7870813,614497,163.8190653,615048,162.1087524,615566,159.8441508,616072,160.3434457,616578,157.8154006,617109,158.2651221,617627,159.0379341,618092,157.5329678,618583,161.3360682,619102,157.4246718,619610,161.951165,620105,159.877883,620600,157.9767078,621066,160.2106718,621576,158.7548358
621826,137.034,622565,158.6644029,623036,164.5486831,623516,162.7720755,624030,160.4549009,624532,160.3507929,625021,158.1267943,625516,158.6379664,626020,159.3197707,626521,158.0010148,627029,161.6472801,627499,157.4907693,628019,161.9396359,628510,159.9224682,629005,157.7952075,629501,159.9054971,629995,158.4917169
630245,138.384,630999,158.4328724,631501,164.1083397,632003,162.4684818,632532,160.273261,633041,160.0891073,633549,157.9125181,634051,158.5912865,634550,159.3497831,635049,157.8726579,635538,161.8639436,636044,157.4647491,636528,162.4493944,637025,159.8375085,637528,157.7485341,638010,159.8269767,638542,158.5780368
638792,139.734,639552,158.3644601,640024,164.3455195,640558,162.6331667,641051,160.7972831,641560,160.757063,642030,158.4634126,642526,159.3897358,643038,159.5669667,643507,158.3755588,643992,162.0945047,644491,157.9721855,644967,162.363028,645439,160.2351855,645949,158.2549189,646432,160.5890308,646935,159.1568213
647185,141.102,647913,159.0265539,648461,164.8767628,648966,163.0745658,649466,161.0104179,649958,161.1097056,650462,158.6328853,650968,159.3713678,651463,159.8901617,651960,158.2345628,652420,162.42582,652903,157.7566876,653385,162.7279831,653860,160.3895888,654364,158.4893471,654872,160.5588408,655353,159.4196517
655603,142.452,656386,159.1502786,656873,164.6666447,657397,163.2534433,657872,161.1659243,658384,161.0558749,658901,159.210766,659408,159.7296826,659939,160.3042369,660447,158.9674833,660941,162.6593953,661441,158.2210664,661922,163.3292799,662420,160.764887,662887,159.0017673,663416,160.9359123,663875,159.6510469
664125,143.82,664903,159.6792755,665371,165.4769659,665895,163.6787325,666393,161.6508142,666886,161.3297136,667371,159.3666759,667886,159.9054016,668375,160.5115122,668880,159.0272628,669406,163.0859421,669940,158.5117632,670424,163.2780544,670917,160.9755065,671428,158.9767086,671945,161.2129616,672430,160.0153979
672680,145.188,673474,159.843293,673948,165.760994,674459,164.12975,674955,161.9156394,675466,161.6569248,675905,159.4161903,676413,160.0885504,676906,160.6524065,677445,159.2119954,677969,162.9737517,678469,158.7102612,678960,163.5774977,679483,161.1321767,679967,159.0671978,680469,161.0201878,680957,159.8128509
681207,146.556,681984,159.6669693,682494,165.1131336,682966,163.7010225,683479,161.619943,683983,161.3816389,684486,159.0163322,684976,159.588963,685483,160.4105767,686000,158.7993941,686493,162.6851428,686984,158.6947818,687477,163.1007434,687982,160.7306427,688494,158.7852761,689023,161.009675,689524,159.5865244
689774,147.96,690504,159.4236949,691025,165.2654256,691515,163.472457,692032,161.0956589,692544,161.1054218,693090,159.2785021,693598,159.8882875,694072,160.3769565,694597,158.953499,695103,162.6548597,695594,158.2835543,696086,163.1131792,696604,160.8988693,697089,158.9345718,697588,160.9104609,698109,159.8419591
698359,149.328,699091,159.6601244,699574,165.3921958,700070,163.8420553,700585,161.7386789,701103,161.5034,701598,159.3613813,702106,159.9898737,702619,160.4719443,703106,159.1491517,703650,162.9650291,704192,158.4781061,704653,163.2325231,705167,161.2044646,705681,159.1021486,706186,161.4759192,706675,160.3391034
706925,150.696,707688,159.9222165,708219,165.4720648,708688,164.2717677,709178,162.0224551,709652,161.9796213,710140,159.5845229,710621,160.1811875,711140,160.9217315,711597,159.4126861,712105,163.0736605,712609,158.811663,713093,163.85276,713579,161.3947482,714069,159.2071766,714559,161.4266731,715024,160.0908767
715274,152.064,716005,160.180727,716493,166.2526071,716969,164.4882977,717478,162.2143714,717937,161.9578787,718469,159.8080147,718972,160.5668173,719441,161.0857798,719936,159.9492308,720395,163.7653503,720923,159.3276251,721420,164.0727924,721943,161.934221,722430,159.8410063,722944,162.0511702,723424,160.7965621
723674,153.414,724424,160.5201249,724939,166.5926347,725449,164.3119,725940,162.48138,726436,162.6013165,726977,160.1966182,727460,160.9013301,727946,161.487168,728464,160.0504862,728936,163.8613992,729430,159.4073748,729904,164.127121,730427,161.9718733,730921,159.9844974,731409,161.982992,731905,161.0770346
732155,154.8,732890,160.6100446,733356,166.3430811,733872,164.7436974,734395,162.5145489,734896,162.3055996,735410,160.111553,735915,160.7584458,736434,161.3366543,736936,159.8761334,737420,163.909352,737952,159.4288858,738437,164.3501959,738947,161.9119564,739429,159.7009553,739938,161.8580098,740454,160.607087
740704,156.186,741449,160.5063251,741941,166.4496552,742479,164.8576992,742972,162.6744053,743490,162.6807894,744002,160.2846299,744489,161.0657963,744966,161.5798066,745473,160.1697893,745958,164.1121693,746459,159.9458609,746941,164.8870956,747455,162.4964739,747942,160.3338673,748437,162.4306418,748954,161.2234279
749204,157.536,749955,161.2815275,750443,167.1092074,750951,165.3862037,751427,162.749204,751922,162.6543566,752452,160.4428082,752949,160.9177306,753470,161.6541878,754005,160.146211,754490,164.0874907,755002,159.5944804,755535,164.2765245,756013,161.9441893,756448,160.0782628,756974,162.2915462,757460,161.2610156
757710,158.904,758421,160.8685274,758902,166.3430478,759364,164.9290271,759862,162.9030146,760388,163.0443676,760885,160.780087,761391,161.1512322,761887,161.9725457,762430,160.4217891,762887,164.4208335,763387,160.2787843,763837,164.9449921,764335,162.5831604,764815,160.5175992,765291,162.934376,765790,161.6693663
766040,160.29,766756,161.3216553,767298,167.4354995,767770,165.578763,768306,163.5757232,768798,163.3367578,769306,161.1542887,769793,161.762643,770301,162.5913843,770781,161.0234927,771302,165.20265,771801,160.6510545,772351,165.3045413,772829,163.0213119,773325,160.9770723,773827,163.1212841,774337,162.0154035
774587,161.658,775331,161.7980349,775803,167.5961624,776247,166.050543,776761,163.8704592,777297,163.8538185,777801,161.402385,778316,162.0558308,778809,162.79516,779353,161.091782,779841,165.195688,780301,160.1472379,780800,165.1088725,781288,162.6284276,781814,160.7572538,782313,162.9456916,782810,161.7323029
